titulo,data,resumo,link,operações,UF
 UPA DA ZN É PALCO DE MAIS UM DRAMA NA SAÚDE ,05/08/2020,"Paciente acometida por AVC passa a madrugada e manhã numa cadeira, à espera de atendimento decente",https://www.ataqueaoscofrespublicos.com/noticias/upa-da-zn-e-palco-de-mais-um-drama-na-saude/,,PA;SP
 OS FICHA SUJA REQUALIFICADA POR WITZEL FEZ APLICAÇÃO FINANCEIRA COM DINHEIRO PÚBLICO ,04/08/2020,Governo do Rio coleciona escândalos e supera gastos com OSs da gestão passada,https://www.ataqueaoscofrespublicos.com/noticias/os-ficha-suja-requalificada-por-witzel-fez-aplicacao-financeira-com-dinheiro-publico/,Operação Favorito Segundo;Operação Placebo;Operação Pagão,RJ
 FUABC É QUESTIONADA POR FALTA DE TRANSPARÊNCIA E POR EPIs DE PROCEDÊNCIA DUVIDOSA ,04/08/2020,"OS atua em diversas unidades de Saúde do Estado, tem longa ficha suja e, mesmo assim, segue atuando; esse ano o orçamento da empresa é de R$ 2,7 bilhões, valor maior do que receitas da maioria das prefeituras",https://www.ataqueaoscofrespublicos.com/noticias/fuabc-e-questionada-por-falta-de-transparencia-e-por-epis-de-procedencia-duvidosa/,,PI;AC;PA;SC
 SPDM É ALVO DE AÇÃO E PODE TER QUE PAGAR INDENIZAÇÃO R$ 500 MIL NO CASO DO FALSO MÉDICO ,03/08/2020,Organização social é a gestora do Hospital Irmã Dulce e responsável pela contratação de empresa que quarteirzou a contratação do falsário,https://www.ataqueaoscofrespublicos.com/noticias/spdm-e-alvo-de-acao-e-pode-ter-que-pagar-indenizacao-r-500-mil-no-caso-do-falso-medico/,,SP
 SPDM E IRMÃ DULCE NA MIRA DA CPI DAS QUARTEIRIZAÇÕES ,31/07/2020,"Assembleia Legislativa aprovou pedido para a SPDM apresentar todos os contratos quarteirizados e aditivos firmados com o Hospital Irmã Dulce, onde um falso médico “quarteirizado” atuou por seis meses",https://www.ataqueaoscofrespublicos.com/noticias/spdm-e-irma-dulce-na-mira-da-cpi-das-quarteirizacoes/,,SP;PI;SC
 TERCEIRIZADOS DO SAMU DO RIO ENTRAM EM GREVE CONTRA CALOTE NOS SALÁRIOS ,31/07/2020,Funcionários estão há três meses sem receber e muitos já não conseguiam comparecer ao trabalho por falta de dinheiro e de vale-transporte,https://www.ataqueaoscofrespublicos.com/noticias/terceirizados-do-samu-do-rio-entram-em-greve-contra-calote-nos-salarios/,,RJ
 CONTRATO COM SPDM PARA GESTÃO DE CONTROLE DE VAGAS HOSPITALARES É QUESTIONADO POR IRREGULARIDADES ,31/07/2020,"Edital de contratação da organização social para o sistema Cross, que gerencia vagas no SUS no estado de SP, foi marcado falhas",https://www.ataqueaoscofrespublicos.com/noticias/contrato-com-spdm-para-gestao-de-controle-de-vagas-hospitalares-e-questionado-por-irregularidades/,,SP
 EMPRESA QUE ATUA NO HOSPITAL DE CAMPANHA DE SANTOS TEM FICHA SUJA ,30/07/2020,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem (FIDI) tem um histórico repleto de denúncias e investigações que vão desde superfaturamento de exames até não cumprimento de metas contratuais,https://www.ataqueaoscofrespublicos.com/noticias/empresa-que-atua-no-hospital-de-campanha-de-santos-tem-ficha-suja/,,GO;SP
 VICE-PREFEITO É PRESO POR SUSPEITA DE FRAUDES VIA ORGANIZAÇÃO SOCIAL E TRÁFICO ,30/07/2020,"Márcio José de Oliveira (PRB) foi detido com mais cinco pessoas foram pela polícia de Guarulhos, após suspeitas de que a Organização Social contratada pela prefeitura esteja ligada ao crime organizado",https://www.ataqueaoscofrespublicos.com/noticias/vice-prefeito-e-preso-por-suspeita-de-fraudes-via-organizacao-social-e-trafico/,,SP;PI
 RENOVAÇÃO DE CONTRATO COM OS EM MAUÁ É DENUNCIADA ,29/07/2020,"Denunciante pede que MP apure novo convênio com a Atlantic, por suspeita de superfaturamento",https://www.ataqueaoscofrespublicos.com/noticias/renovacao-de-contrato-com-os-em-maua-e-denunciada/,,SP
 FALSO MÉDICO: CÂMARA DE PG NÃO ABRE INVESTIGAÇÃO E CASO VAI AO MP ,29/07/2020,"Após ter pedido negado pela Câmara, servidor público federal aciona o Ministério Público de São Paulo; há suspeita de que ao menos uma pessoa morreu em decorrência do atendimento fake",https://www.ataqueaoscofrespublicos.com/noticias/falso-medico-camara-de-pg-nao-abre-investigacao-e-caso-vai-ao-mp/,,SP
" CPI DAS QUARTEIRIZAÇÕES: SP GASTOU R$ 12,6 BILHÕES COM CONTRATOS DE GESTÃO ",28/07/2020,"Recursos foram repassados em 2019, para empresas, chamadas de terceiro setor, que abocanharam serviços que o Estado abriu mão de operacionalizar",https://www.ataqueaoscofrespublicos.com/noticias/cpi-das-quarteirizacoes-sp-gastou-r-126-bilhoes-com-contratos-de-gestao/,,SP
 ORLANDINI É MULTADO POR TERCEIRIZAÇÃO IRREGULAR EM BERTIOGA ,28/07/2020,Tribunal de Contas do Estado julgou irregular a seleção de Oscip para executar projetos na área do Esporte e da Cultura ,https://www.ataqueaoscofrespublicos.com/noticias/orlandini-e-multado-por-terceirizacao-irregular-em-bertioga/,,CE;SP;SC
 TRABALHADOR INFORMAL ADMITE QUE SERVIU DE LARANJA PARA ORGANIZAÇÃO SOCIAL EM CONTRATO ,27/07/2020,"OS subcontratava empresas ligadas ao próprio dono e parente dele teria vencido a licitação, de acordo com a investigação. Leandro Barreto Alevato disse que fingiu ser dono da empresa perdedora",https://www.ataqueaoscofrespublicos.com/noticias/trabalhador-informal-admite-que-serviu-de-laranja-para-organizacao-social-em-contrato/,,RJ
 QUARTEIRIZADA E OS SÃO CONDENADAS A PAGAR VERBAS TRABALHISTAS A DEMITIDOS DE HOSPITAL ,27/07/2020,OS Gerir foi incluída no processo como sendo responsável subsidiária,https://www.ataqueaoscofrespublicos.com/noticias/quarteirizada-e-os-sao-condenadas-a-pagar-verbas-trabalhistas-a-demitidos-de-hospital/,,GO
 FUABC: CONTRATAÇÃO DE TERCEIRIZADA DO RAMO ALIMENTÍCIO PODE TER SIDO DIRECIONADA ,24/07/2020,"Reportagem do Diário do Grande ABC mostra troca de e-mails entre Nathalia Ribeiro, nutricionista atrelada à Fundação do ABC, Heloisa Nascimento, diretora do departamento de administração de saúde, e o ex-presidente da OS, Carlos Maciel.",https://www.ataqueaoscofrespublicos.com/noticias/fuabc-contratacao-de-terceirizada-do-ramo-alimenticio-pode-ter-sido-direcionada/,Operação Prato Feito;Operação Prato Cheio,SP
" PELA SEGUNDA VEZ NA MIRA DE OPERAÇÃO, OS IABAS TOTALIZA CONTRATOS DE R$ 5,2 BILHÕES ",24/07/2020,Entidade atua em três estados brasileiros na terceirização da saúde pública,https://www.ataqueaoscofrespublicos.com/noticias/pela-segunda-vez-na-mira-de-operacao-os-iabas-totaliza-contratos-de-r-52-bilhoes/,,RJ;MT;MS;SP
 OSs E OS CRIMES: PRESOS MAIS CINCO ACUSADOS DE FRAUDES NA SAÚDE DO RIO ,24/07/2020,"Apontado como sócio oculto da empresa, sua esposa e mais três investigados foram os alvos de mandado de prisão, ocorrida em Campinas (SP)",https://www.ataqueaoscofrespublicos.com/noticias/oss-e-os-crimes-presos-mais-cinco-acusados-de-fraudes-na-saude-do-rio/,,RJ;SP;MT;MS
 VOUCHER-CRECHE: RISCO DE PRIVATIZAÇÃO DA EDUCAÇÃO INFANTIL AINDA RONDA ,23/07/2020,"Proposta, que não foi acolhida pela Câmara, ainda pode ser incluída na votação do Senado; entenda os impactos negativos para a Educação Pública ",https://www.ataqueaoscofrespublicos.com/noticias/voucher-creche-risco-de-privatizacao-da-educacao-infantil-ainda-ronda/,,DF;SP
 TERCEIRIZAÇÃO EM CUBATÃO: OS REVOLUÇÃO COMETEU IRREGULARIDADES DIZ TCE-SP ,22/07/2020,"Atualmente denominada Vitale Saúde, a organização social não apresentou documentos  exigidos e a Prefeitura não conseguiu comprovar que a terceirização foi vantajosa para a Cidade",https://www.ataqueaoscofrespublicos.com/noticias/terceirizacao-em-cubatao-os-revolucao-cometeu-irregularidades-diz-tce-sp/,,CE;SP;SC
 ATÉ “QUINTERIZAÇÃO”! MÉDICOS DE HOSPITAL DE CAMPANHA FORAM CONTRATADOS SEM SABER NUM ESQUEMA SUSPEITO DE FRAUDE ,21/07/2020,"Intermediação de mão de obra” é o nome da fraude que, segundo o Ministério Público do Trabalho (MPT), empresas quarteirizadas contratadas por OSs se utilizam para burlar a legislação trabalhista. ",https://www.ataqueaoscofrespublicos.com/noticias/ate-quinterizacao-medicos-de-hospital-de-campanha-foram-contratados-sem-saber-num-esquema-suspeito-de-fraude/,,SP;RJ
 DIRETOR DE OS INVESTIGADA FOI O QUINTO MAIOR DOADOR DE CAMPANHA DE WITZEL ,21/07/2020,"Segundo dados do TSE, diretor médico transferiu R$ 75 mil para o então candidato ao Governo do Estado",https://www.ataqueaoscofrespublicos.com/noticias/diretor-de-os-investigada-foi-o-quinto-maior-doador-de-campanha-de-witzel/,Operação Favorito,RJ
 CALOTE DAS OSs: CREMERJ ACIONA ESTADO PARA GARANTIR IMEDIATO PAGAMENTO DOS MÉDICOS ,20/07/2020,Funcionários terceirizados e até quarteirizados pela OS Iabas estão sem receber há dois meses e muitos estão sendo coagidos a assinar demissão sem receber os pagamentos ,https://www.ataqueaoscofrespublicos.com/noticias/calote-das-oss-cremerj-aciona-estado-para-garantir-imediato-pagamento-dos-medicos/,,RJ
 GOVERNO DE PERNAMBUCO IA GASTAR R$ 16 MILHÕES COM OSs SEM NECESSIDADE ,20/07/2020,Duas OSs embolsariam verbas de forma indevida para gerir hospitais de Campanha; prejuízo só foi evitado porque o TCE-PE decidiu se antecipar e analisar os contratos ,https://www.ataqueaoscofrespublicos.com/noticias/governo-de-pernambuco-ia-gastar-r-16-milhoes-com-oss-sem-necessidade/,,PE
 TERCEIRIZAÇÃO: ENTIDADES LIGADAS À IGREJAS EM CUBATÃO CAUSAM DANOS AOS COFRES MUNICIPAIS ,17/07/2020,Convênios para realização de ações assistenciais firmados entre Prefeitura e entidades religiosas causaram prejuízos que até hoje não foram ressarcidos ao erário,https://www.ataqueaoscofrespublicos.com/noticias/terceirizacao-entidades-ligadas-igrejas-em-cubatao-causam-danos-aos-cofres-municipais/,,SP
 ORGANIZAÇÃO SOCIAL DO AME SANTOS É SUSPENSA DE ATUAR EM GOIÁS ,16/07/2020,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu já coleciona passagens nebulosas em várias cidades,https://www.ataqueaoscofrespublicos.com/noticias/organizacao-social-do-ame-santos-e-suspensa-de-atuar-em-goias/,,DF;GO;PA
" OS NA SAÚDE: CONSTATADO SOBREPREÇO DE R$ 1,5 MILHÃO POR MÊS EM HOSPITAL DE CAMPANHA ",16/07/2020,"Prefeitura de Jaboatão, em Pernambuco, acabou encerrando contrato com instituto após alerta do TCE e do MP de Contas mostrar esta e outras irregularidades ",https://www.ataqueaoscofrespublicos.com/noticias/os-na-saude-constatado-sobrepreco-de-r-15-milhao-por-mes-em-hospital-de-campanha/,,PE
 MAIS TERCEIRIZADOS SE LEVANTAM CONTRA A PRECARIZAÇÃO E CALOTE NOS SALÁRIOS ,15/07/2020,Funcionários contratados por organização social e que atuam no Hospital da Mulher de São João de Meriti (RJ) se manifestaram contra a falta de pagamentos,https://www.ataqueaoscofrespublicos.com/noticias/mais-terceirizados-se-levantam-contra-precarizacao-e-calote-nos-salarios/,,RJ;ES
 SERVIDORES DA SAÚDE DIZEM NÃO À PRIVATIZAÇÃO DO HOSPITAL DO CAMPO LIMPO (SP) ,14/07/2020,Eles denunciam desmonte intencional do hospital durante anos para justificar a entrada de uma organização social,https://www.ataqueaoscofrespublicos.com/noticias/servidores-da-saude-dizem-nao-privatizacao-do-hospital-do-campo-limpo-sp/,,SP
 WITZEL PAGOU R$ 23 MILHÕES À ORGANIZAÇÃO SOCIAL BANIDA ,14/07/2020,Governo pagou a OS mesmo depois que ela foi desqualificada por prestar maus serviços,https://www.ataqueaoscofrespublicos.com/noticias/witzel-pagou-r-23-milhoes-a-organizacao-social-banida/,Operação Favorito,RJ
 NÃO À TERCEIRIZAÇÃO – PROTESTO DENUNCIA ENTREGA DE DO HOSPITAL DE CAMPO LIMPO A OS ,13/07/2020,"Aproveitando-se do período pandêmico, Bruno Covas vai entregar o hospital para a OS Hospital Israelita Albert Einstein em 1º de agosto",https://www.ataqueaoscofrespublicos.com/noticias/nao-terceirizacao-protesto-denuncia-entrega-de-do-hospital-de-campo-limpo-os/,,SP
" OS RECEBEU RECURSOS DE PREFEITURA, GASTOU EM OUTRAS CIDADES E NÃO PRESTOU PARTE DOS SERVIÇOS ",13/07/2020,"Por conta das irregularidades que ocorriam desde 2019, Prefeitura de Araçariguama rompeu contrato com entidade Mãos Amigas, que administrava área da saúde",https://www.ataqueaoscofrespublicos.com/noticias/os-recebeu-recursos-de-prefeitura-gastou-em-outras-cidades-e-nao-prestou-parte-dos-servicos/,,SP
 TERCEIRIZADA DEIXA TRABALHADORES DE CUBATÃO SEM SALÁRIOS ,11/07/2020,Cerca de 300 profissionais estão sendo prejudicados sem ter a previsão do dia que receberão os proventos neste mês. ,https://www.ataqueaoscofrespublicos.com/noticias/terceirizada-deixa-trabalhadores-de-cubatao-sem-salarios/,,SC
 EX-SECRETÁRIO É PRESO NO RIO E NOVOS INDÍCIOS APONTAM ORGANIZAÇÃO CRIMINOSA PARA COMPRAS DE EMERGÊNCIA ,10/07/2020,Edmar Santos é investigado por suspeitas de irregularidades nos contratos assinados durante a pandemia de Covid; outras sete pessoas são acusadas pelo Ministério Público de improbidade administrativa.,https://www.ataqueaoscofrespublicos.com/noticias/ex-secretario-e-preso-no-rio-e-novos-indicios-apontam-organizacao-criminosa-para-compras-de-emergencia/,,RJ
 OS NA SAÚDE: PREFEITO DE ITAGUAÍ SOFRE IMPEACHMENT APÓS DENÚNCIAS DE FRAUDES ,10/07/2020,"Depois de quatro anos fechada, a UPA da Cidade abriu com indícios de irregularidades e direcionamento na contratação de organização social CEPP",https://www.ataqueaoscofrespublicos.com/noticias/os-na-saude-prefeito-de-itaguai-sofre-impeachment-apos-denuncias-de-fraudes/,Operação Favorito,RJ
 OS PRÓ-VIDA DEMITE MÉDICA POR ELA PEDIR INSTRUMENTO DE TRABALHO ,09/07/2020,"Caso aconteceu no antigo PAM Rodoviária, atual UPA, em Guarujá (SP)",https://www.ataqueaoscofrespublicos.com/noticias/os-pro-vida-demite-medica-por-ela-pedir-instrumento-de-trabalho/,,
" HOSPITAL TEM EMERGÊNCIA FECHADA, CALOTE NOS SALÁRIOS E OS ACUSADA DE CORRUPÇÃO ",08/07/2020,Unidade está atendendo somente pacientes mais graves porque muitos funcionários não têm dinheiro nem para o transporte,https://www.ataqueaoscofrespublicos.com/noticias/hospital-tem-emergencia-fechada-calote-nos-salarios-e-os-acusada-de-corrupcao/,,RJ
 OS NA SAÚDE: MAIS EMPRESÁRIOS TÊM BENS BLOQUEADOS APÓS DESCOBERTA DE ESQUEMA QUE DESVIOU R$ 4 MILHÕES ,08/07/2020,Contra o Instituto Data Rio (IDR) pesa a acusação de mais de 260 pagamentos superfaturados com dinheiro público a fornecedora de refeições,https://www.ataqueaoscofrespublicos.com/noticias/os-na-saude-mais-empresarios-tem-bens-bloqueados-apos-descoberta-de-esquema-que-desviou-r-4-milhoes/,,PA;PB;RJ
 EX-MULHER DE ADVOGADO DE BOLSONARO OBTEVE ADITIVOS SUSPEITOS EM CONTRATO COM GOVERNO ,07/07/2020,"A empresa Globalweb Outsourcing, fundada por Maria Cristina Boner, é investigada por tráfico de influência",https://www.ataqueaoscofrespublicos.com/noticias/ex-mulher-de-advogado-de-bolsonaro-obteve-aditivos-suspeitos-em-contrato-com-governo/,,RJ
 DUAS OSs DE DOIS ESTADOS TÊM CONTAS BLOQUEADAS POR IRREGULARIDADES NA SAÚDE ,07/07/2020,"Instituto Acqua, na Paraíba, e Instituto Panamericano de Gestão, no Pará, estão na mira das autoridades ",https://www.ataqueaoscofrespublicos.com/noticias/duas-oss-de-dois-estados-tem-contas-bloqueadas-por-irregularidades-na-saude/,Operação Calvário,PB;PA
 ANHEMBI: QUARTEIRIZADA PAGA MENOS QUE O PISO A ENFERMEIROS EM HOSPITAL DE CAMPANHA ,07/07/2020,Diferenças salariais entre enfermeiros terceirizados e quarteirizados chegam a 5 vezes; médicos também reclamam de falta de condições e de relações de trabalho pecarizadas ,https://www.ataqueaoscofrespublicos.com/noticias/anhembi-quarteirizada-paga-menos-que-o-piso-enfermeiros-em-hospital-de-campanha/,,SP
 GUARUJÁ: ADVOGADO QUESTIONA REPASSES À OS PRÓ-VIDA ,06/07/2020,Entidade está atrasando pagamentos a funcionários terceirizados e prestadores de serviços; Prefeitura alega que está em dia com o contrato,https://www.ataqueaoscofrespublicos.com/noticias/guaruja-advogado-questiona-repasses-a-os-pro-vida/,,SP
 OS NA SAÚDE: JUDICIÁRIO CONDENA PREFEITO DE JANDIRA POR IMPROBIDADE ,06/07/2020,"Paulo Barufi, secretária da Saúde e OS Fenaesc deverão indenizar o município em R$ 5,25 milhões e entidade está proibida de atuar por 10 anos",https://www.ataqueaoscofrespublicos.com/noticias/os-na-saude-judiciario-condena-prefeito-de-jandira-por-improbidade/,,
" ORGANIZAÇÃO SOCIAL IABAS PAGOU R$ 8,6 MILHÕES POR CONSULTORIA NA COMPRA DE RESPIRADORES ",03/07/2020,"Serviço sequer foi realizado, pois equipamentos nem foram ligados na tomada; há outras várias irregularidades em gastos com serviços não realizados",https://www.ataqueaoscofrespublicos.com/noticias/organizacao-social-iabas-pagou-r-86-milhoes-por-consultoria-na-compra-de-respiradores/,,SP
" UTI DE BERTIOGA OPERA COM EQUIPAMENTOS VENCIDOS, DENUNCIA VEREADOR ",03/07/2020,"Hospital, gerenciado pela Organização INTS, é classificado como “obra de ficção”",https://www.ataqueaoscofrespublicos.com/noticias/uti-de-bertioga-opera-com-equipamentos-vencidos-denuncia-vereador/,,SP;RJ;AM
 GRANA DESVIADA DA SAÚDE BANCAVA VIDA DE LUXO PARA FAMÍLIA DE DONO DE OS ,02/07/2020,"Segundo Ministério Público do Rio de Janeiro, dinheiro teria sido usado até para alugar motor para corrida de carros",https://www.ataqueaoscofrespublicos.com/noticias/grana-desviada-da-saude-bancava-vida-de-luxo-para-familia-de-dono-de-os/,,RJ;SP
 MAIS UMA ORGANIZAÇÃO SOCIAL DÁ CALOTE NOS SALÁRIOS DE FUNCIONÁRIOS DA SAÚDE ,02/07/2020,"Pivô de escândalos de corrupção na Paraíba, no Rio a OS Cruz Vermelha Brasileira não paga salários e nem mesmo vale-transporte aos terceirizados de dois hospitais",https://www.ataqueaoscofrespublicos.com/noticias/mais-uma-organizacao-social-da-calote-nos-salarios-de-funcionarios-da-saude/,,PB
" COVID-19: OPERAÇÃO INVESTIGA TESTES FALHOS, LICITAÇÕES FRAUDADAS E SUPERFATURAMENTO ",02/07/2020,"Em Santos, vereadora questiona possível sobrepreço nos testes comprados pela Prefeitura de uma empresa de Praia Grande",https://www.ataqueaoscofrespublicos.com/noticias/covid-19-operacao-investiga-testes-falhos-licitacoes-fraudadas-e-superfaturamento/,Operação Falso Negativo,DF;BA;ES;GO;PR;RJ;SC;SP
 HOSPITAL TERCEIRIZADO EM BERTIOGA PROVOCA REVOLTA APÓS GESTANTE COM BEBÊ MORTO SER INDUZIDA AO PARTO NORMAL ,01/07/2020,Marido da gestante diz que um dia antes do episódio a família foi até o hospital e as equipes não realizaram o ultrassom na mãe do bebê.,https://www.ataqueaoscofrespublicos.com/noticias/hospital-terceirizado-em-bertioga-provoca-revolta-apos-gestante-com-bebe-morto-ser-induzida-ao-parto-normal/,,SP;AM
 PRESA EM OPERAÇÃO A EX-SECRETÁRIA DE SAÚDE DE BERTIOGA ,01/07/2020,“Operação Sangria” no Amazonas aponta esquema de desvio de recursos e superfaturamento de respiradores  envolvendo organização social e importadora de vinhos ,https://www.ataqueaoscofrespublicos.com/noticias/presa-em-operacao-ex-secretaria-de-saude-de-bertioga/,Operação Sangria”,AM;SP;MG
 GESTÃO DE HOSPITAL DE CAMPANHA POR OS TEM SOBREPREÇO DE R$ 478 MIL ,30/06/2020,Hospital de Salvador é comandado pela organização social INTS,https://www.ataqueaoscofrespublicos.com/noticias/gestao-de-hospital-de-campanha-por-os-tem-sobrepreco-de-r-478-mil/,,BA
